"","caseid","region","gender","educ","edloan","race","hispanic","employ","marstat","pid7","ideo5","pew_religimp","newsint","faminc_new","union","investor","CC18_308a","CC18_310a","CC18_310b","CC18_310c","CC18_310d","CC18_325a","CC18_325b","CC18_325c","CC18_325d"
"1",417614315,3,1,2,2,1,2,5,3,6,3,1,2,1,3,2,2,2,3,3,5,1,2,1,1
"2",415490556,1,2,6,2,1,1,1,1,2,2,3,3,12,3,2,4,3,2,5,5,2,2,2,1
"3",414351505,3,2,3,2,2,2,1,4,2,3,1,3,4,3,1,4,2,2,2,2,1,2,1,2
"4",411855339,1,2,5,2,6,2,5,3,3,1,2,1,6,2,1,4,3,3,3,3,2,1,2,1
"5",420208067,2,1,3,2,1,2,1,1,4,5,4,1,10,1,2,4,2,2,3,2,1,2,1,1
"6",412517331,1,1,2,2,1,2,5,5,5,4,3,2,6,3,1,1,3,3,2,2,1,1,1,1
"7",412873566,2,2,3,2,1,2,7,1,7,5,1,3,2,3,2,1,2,2,3,5,1,1,1,1
"8",412948037,1,1,5,1,1,2,1,1,1,1,4,1,11,2,1,4,3,3,3,5,2,2,2,1
"9",415732156,3,1,6,2,1,2,1,5,6,5,4,4,16,3,2,1,2,3,2,5,2,1,1,2
"10",416479672,3,2,2,2,1,2,5,4,5,3,1,1,4,3,2,4,2,3,2,5,2,1,2,1
"11",412984205,1,2,3,2,1,2,7,1,3,3,2,1,11,3,1,4,3,3,3,3,2,1,2,2
"12",413002690,3,1,6,2,1,2,1,1,6,5,1,1,11,3,1,1,2,2,2,2,1,1,1,1
"13",414239724,4,1,3,2,3,2,4,5,1,1,3,2,1,3,2,4,1,1,1,3,2,1,2,2
"14",412311163,3,2,3,1,2,2,1,2,1,3,2,3,3,2,1,4,3,5,2,5,2,2,2,1
"15",414204021,2,2,6,1,1,2,9,1,2,1,2,1,11,3,1,4,5,3,2,3,2,1,2,2
"16",412931880,4,1,3,2,1,2,1,5,2,1,4,1,9,3,1,4,3,3,3,3,2,1,1,1
"17",412881399,2,2,4,2,1,2,4,5,3,1,4,3,2,3,2,4,2,5,3,2,2,1,2,1
"18",412985437,3,2,4,2,1,2,6,3,7,3,1,1,3,2,2,1,2,3,2,2,2,2,1,1
"19",411855595,1,1,6,2,1,2,1,1,4,3,4,1,10,3,1,4,3,3,3,3,1,1,2,1
"20",413877573,1,1,5,2,1,2,3,5,3,1,4,1,8,3,2,4,2,3,3,3,2,1,2,1
"21",414018801,4,1,6,2,1,2,1,1,6,3,3,1,12,3,2,2,2,2,2,3,1,1,1,1
"22",413425778,4,2,3,2,1,2,1,5,5,4,3,2,6,3,2,2,3,3,3,3,1,1,2,2
"23",413859987,3,2,6,1,1,2,1,1,7,5,1,1,11,3,1,1,2,2,2,2,1,2,2,2
"24",413456067,3,1,5,2,1,2,6,5,2,1,4,4,6,3,1,4,2,2,2,3,2,1,2,1
"25",414480371,1,1,5,1,1,2,1,1,4,3,1,1,9,3,1,1,3,3,3,3,1,1,1,1
"26",413336030,4,2,2,2,3,2,9,5,1,3,3,1,4,1,2,4,3,3,3,5,2,1,2,1
"27",413834979,3,1,5,2,1,2,5,1,4,4,2,1,10,3,1,1,3,3,3,2,1,1,1,1
"28",412503538,3,1,6,2,1,2,5,1,1,2,3,1,11,2,1,4,2,3,2,2,2,1,2,1
"29",413497102,1,2,5,1,2,2,4,1,1,2,4,1,3,3,2,4,3,3,3,3,1,2,2,2
"30",413084367,4,1,6,1,1,2,1,1,6,4,1,1,9,3,1,2,2,2,2,3,1,1,1,1
"31",416814438,2,2,5,2,1,2,6,5,1,1,4,2,2,3,2,4,3,3,3,3,2,1,2,1
"32",417149621,3,1,2,2,1,2,1,1,3,3,4,2,8,3,1,4,2,2,2,2,2,1,1,1
"33",412380994,4,2,6,2,1,2,2,4,1,3,4,1,4,3,2,4,2,3,3,2,2,1,2,1
"34",412880622,4,2,5,2,1,2,7,1,1,2,4,1,13,3,1,4,2,3,3,2,2,1,2,2
"35",414533452,1,2,5,1,1,2,8,5,2,3,3,1,11,3,2,4,3,3,2,2,2,2,2,2
"36",412276693,3,1,4,2,1,2,1,1,3,1,2,1,10,3,1,4,2,2,2,3,2,1,2,1
"37",414146718,3,1,5,2,1,2,1,6,6,4,4,1,6,2,2,2,3,2,2,2,1,2,2,1
"38",415287363,4,1,6,2,1,2,1,1,3,2,1,1,4,3,1,4,3,3,3,3,2,2,2,1
"39",412380857,4,2,6,1,1,2,1,1,7,3,2,1,9,3,2,1,2,2,2,2,1,1,1,2
"40",412118399,2,2,5,2,1,2,1,1,2,2,3,3,11,3,1,4,5,5,5,5,2,1,1,1
"41",416806180,2,1,3,1,1,2,1,1,6,3,2,1,10,1,1,2,2,2,3,3,1,1,1,1
"42",417080245,3,1,5,2,1,2,1,1,7,4,3,1,12,3,1,1,2,3,2,2,1,1,1,1
"43",417838586,3,1,4,2,1,2,1,1,7,5,1,1,7,2,1,1,2,2,2,2,1,1,1,2
"44",415459688,3,2,2,2,1,2,2,1,4,3,4,4,7,3,2,3,5,5,5,5,2,1,2,1
"45",414273888,3,2,2,2,1,2,5,1,4,3,2,3,10,3,1,3,2,3,2,3,2,2,2,1
"46",347845625,2,2,6,1,1,1,8,1,7,4,1,1,6,3,1,1,2,2,3,3,1,1,1,1
"47",412913979,4,1,5,2,1,2,1,1,4,5,1,2,5,3,2,1,3,2,3,3,1,1,2,1
"48",418258996,4,1,4,1,3,2,8,5,3,3,3,2,1,3,2,4,3,5,5,5,2,2,1,2
"49",417353879,3,1,6,2,1,2,1,1,4,3,3,1,11,3,1,4,2,2,2,2,2,1,2,1
"50",412340210,4,2,6,2,1,2,5,3,2,3,2,2,7,2,2,4,3,3,5,2,2,1,1,1
"51",412413445,3,2,4,1,2,2,3,5,1,3,2,2,5,3,2,1,5,3,5,5,1,1,1,1
"52",412794640,2,2,4,2,1,2,1,6,1,3,1,3,5,3,2,4,1,5,1,5,2,2,2,1
"53",417834862,4,2,4,2,3,2,1,1,1,2,2,1,8,1,2,4,2,2,2,2,2,2,2,1
"54",414048247,3,1,5,1,2,2,1,1,2,3,3,1,8,3,1,3,3,2,2,2,1,1,2,1
"55",414002460,4,2,5,2,1,2,7,1,7,5,1,3,11,3,1,2,2,3,2,2,2,1,2,1
"56",414729651,2,1,2,2,1,2,5,1,2,1,4,1,2,3,2,3,2,3,3,2,2,1,2,1
"57",414170804,3,1,5,2,1,2,1,5,3,3,3,3,9,3,2,4,2,5,2,5,1,1,1,1
"58",412021973,1,1,6,2,1,2,5,1,1,2,4,1,13,2,1,4,3,3,2,2,2,2,2,1
"59",414570461,2,2,4,1,3,2,2,6,2,2,3,3,3,3,2,4,5,3,1,1,2,1,1,1
"60",414206045,3,2,1,2,2,2,4,5,2,4,1,3,5,3,2,4,3,3,3,3,2,1,1,2
"61",412944227,2,1,4,2,1,2,1,5,1,2,2,1,7,3,2,4,2,3,3,3,2,1,2,1
"62",415332185,1,2,6,2,1,2,4,4,1,1,3,1,9,3,1,4,3,3,3,3,2,2,2,1
"63",412950503,4,2,1,2,1,2,6,3,1,2,4,1,1,3,2,4,3,2,3,3,2,2,1,2
"64",414563002,3,2,4,2,1,2,1,1,3,3,3,2,6,3,2,4,2,5,2,2,1,1,1,1
"65",412348831,2,1,5,2,1,2,1,1,1,3,2,1,8,2,2,4,2,5,5,2,2,1,1,1
"66",415289823,1,2,5,1,1,2,1,1,2,3,4,4,9,1,1,4,3,5,5,5,2,1,1,2
"67",412929385,1,1,5,2,1,2,1,1,1,1,4,1,7,2,1,4,3,3,3,3,2,2,2,2
"68",413013788,4,2,2,2,1,2,5,3,3,1,3,1,4,2,2,4,3,3,3,3,2,2,2,1
"69",413317067,2,2,3,1,1,2,9,2,1,1,1,1,2,3,2,4,2,3,3,5,2,1,2,1
"70",414709279,2,1,5,1,1,2,1,5,3,3,2,4,4,1,2,2,2,3,2,2,1,1,2,1
"71",420196837,3,2,4,2,1,2,1,6,6,4,1,1,4,3,2,1,2,2,2,2,2,1,1,1
"72",416255584,2,2,2,2,1,2,5,1,7,5,1,1,4,3,2,1,1,3,2,2,2,2,2,1
"73",412992795,3,1,2,2,1,2,2,5,7,5,1,2,2,3,2,1,2,3,2,2,1,1,1,2
"74",412047867,2,1,5,2,1,2,1,1,7,5,1,1,11,3,2,1,2,3,3,3,1,2,2,1
"75",414179604,4,2,3,2,1,1,7,1,3,3,1,3,6,3,2,4,1,1,1,1,2,1,1,1
"76",412340859,2,1,4,2,1,2,5,4,4,4,2,1,4,2,1,1,2,3,3,2,1,2,1,1
"77",412942845,2,1,3,2,1,2,1,1,3,3,4,1,9,1,1,2,2,3,3,2,2,1,2,1
"78",417077498,3,1,6,2,3,2,1,1,1,2,3,1,15,2,1,4,2,2,2,2,2,2,2,1
"79",412344340,4,2,3,1,1,2,2,3,3,2,3,2,2,1,2,4,3,3,5,5,2,1,2,1
"80",414367203,1,2,2,2,1,2,7,1,6,2,3,4,7,3,2,3,5,5,5,5,1,1,1,2
"81",417211242,4,1,3,1,2,2,1,1,2,3,3,4,10,2,2,4,5,5,5,1,2,1,2,1
"82",418252134,2,1,6,1,1,2,1,1,3,3,1,1,9,1,1,4,2,2,3,2,2,1,2,1
"83",412873793,4,2,3,2,1,2,5,5,1,3,2,4,2,2,2,4,3,3,5,5,2,1,1,1
"84",414402732,3,1,5,2,2,2,1,5,6,3,3,2,7,3,1,2,2,3,5,5,1,1,1,2
"85",412274316,3,2,2,2,1,2,7,1,3,2,4,1,3,3,2,4,2,2,2,2,2,1,1,1
"86",412306590,2,2,5,2,1,2,2,1,1,3,2,2,8,3,1,4,2,3,3,2,2,2,1,1
"87",415931193,2,2,2,2,1,2,6,5,3,3,1,3,5,3,2,4,2,3,3,3,2,1,1,2
"88",420237745,3,1,5,1,1,2,8,5,1,2,1,1,3,3,2,4,2,2,2,2,2,1,1,1
"89",412348490,4,1,4,2,1,2,6,1,3,4,2,1,5,3,1,4,5,2,3,2,1,1,1,1
"90",414196043,3,2,4,2,1,2,8,1,1,2,2,3,2,3,2,4,5,5,5,5,1,1,1,1
"91",417353856,4,1,6,2,1,2,5,1,1,2,3,1,10,2,1,4,3,3,3,3,2,2,2,2
"92",415447008,3,2,5,1,1,2,8,5,6,4,1,2,8,3,2,3,5,5,2,5,1,1,1,2
"93",416386894,1,1,5,1,1,1,1,1,6,3,1,1,6,2,1,2,3,3,3,3,1,2,2,1
"94",414174679,2,2,1,2,1,2,4,5,2,4,3,3,2,3,2,4,5,5,5,5,2,2,2,2
"95",414615873,4,1,5,2,4,2,1,1,7,4,1,2,5,3,2,2,3,3,2,3,1,2,2,2
"96",412331497,1,1,6,1,1,2,1,3,1,1,4,1,6,2,1,4,3,3,2,2,2,2,2,1
"97",415899191,2,1,2,1,1,2,5,1,4,3,4,4,2,3,2,1,2,3,5,5,2,1,1,1
"98",414349046,3,2,3,2,1,2,7,5,7,5,2,1,6,3,2,1,3,2,2,2,1,1,1,1
"99",415217338,3,2,6,2,4,2,1,5,1,1,4,3,6,3,1,4,2,5,2,5,1,2,1,1
"100",417616011,2,1,2,1,1,2,1,1,7,4,1,1,7,1,2,1,2,2,3,5,1,1,1,1
"101",418474316,4,2,3,1,4,2,1,5,3,3,3,4,9,3,1,4,1,1,1,3,1,1,1,2
"102",415300474,4,2,3,2,3,2,1,1,2,2,2,2,7,3,2,4,3,3,3,3,2,1,1,2
"103",420344153,3,1,5,2,7,2,8,3,4,3,4,1,8,2,1,1,3,2,2,2,1,1,1,1
"104",413365248,3,1,3,2,1,2,1,4,7,4,2,3,7,1,1,1,2,5,2,5,2,2,2,1
"105",412330972,3,1,5,2,1,2,5,1,6,4,3,1,7,3,1,1,2,3,2,2,1,1,2,2
"106",415906201,2,1,2,2,1,2,6,1,2,3,2,2,3,3,2,4,5,3,2,2,2,1,1,1
"107",417080032,3,1,3,2,1,2,5,1,7,5,1,1,5,3,2,1,2,3,2,2,1,1,2,2
"108",412331705,4,1,3,2,1,2,1,1,5,3,1,1,8,3,1,1,4,2,2,2,1,1,2,1
"109",413192261,3,2,4,2,1,2,5,5,7,5,1,1,6,3,2,1,2,2,2,2,1,1,1,1
"110",413404307,3,2,5,1,1,2,1,1,2,2,2,4,10,3,1,4,5,5,2,3,2,2,2,1
"111",415474048,3,2,2,2,1,2,5,1,2,3,2,3,4,3,2,4,2,3,3,3,2,1,1,2
"112",414371249,3,2,2,2,1,2,2,1,1,4,1,1,5,3,2,4,2,3,2,5,2,1,1,1
"113",416578010,3,1,2,2,1,2,5,1,7,4,2,1,9,2,1,1,2,3,3,3,1,1,1,1
"114",414136190,1,1,2,2,1,2,1,4,3,2,3,1,3,2,2,4,3,3,3,2,2,1,2,1
"115",418067510,2,1,6,2,1,2,5,5,3,1,2,1,10,2,1,4,2,2,3,2,2,2,2,1
"116",416860489,3,2,3,2,1,2,1,1,7,3,1,2,8,3,2,1,2,3,2,2,1,1,1,1
"117",411879022,1,2,5,1,1,2,1,1,4,3,1,1,12,2,1,4,2,3,3,3,2,2,2,2
"118",412240141,1,1,6,2,1,2,1,1,3,1,2,1,9,2,1,4,2,3,3,3,2,1,2,1
"119",412888607,1,2,2,2,1,1,6,1,2,3,2,2,4,3,2,4,3,3,3,3,2,1,1,1
"120",415231154,4,1,3,1,2,1,1,5,3,3,1,1,4,3,2,4,3,5,2,2,1,1,2,1
"121",416428983,3,2,2,2,1,2,4,1,7,5,1,1,5,3,1,1,2,2,2,2,1,1,2,1
"122",412307317,3,2,3,2,1,2,5,1,5,5,1,1,6,3,2,2,2,3,2,2,1,1,1,1
"123",416244174,1,2,6,1,2,2,1,6,3,1,3,1,8,3,2,4,3,3,3,3,2,2,2,1
"124",412991840,3,1,4,1,1,2,1,1,4,2,3,1,9,2,1,4,2,2,2,2,2,2,2,1
"125",415856200,2,1,4,2,1,2,1,6,1,2,4,2,9,1,2,4,3,5,3,5,2,1,1,1
"126",412307472,2,2,4,2,7,2,6,6,1,2,4,1,5,3,2,4,2,2,3,3,2,1,2,1
"127",413410045,2,2,5,1,1,2,1,1,3,3,3,1,10,3,2,4,2,3,3,3,2,2,2,1
"128",412080189,3,1,6,2,1,2,1,1,1,1,2,2,9,3,1,4,2,3,2,3,2,1,2,1
"129",418065455,3,1,6,2,1,2,5,3,5,4,4,1,8,3,2,1,2,3,2,3,1,1,2,1
"130",412324562,2,2,2,2,1,2,5,1,4,3,2,2,7,3,1,4,5,5,5,2,2,1,1,1
"131",412345769,3,1,6,2,1,2,5,1,4,2,1,1,12,3,1,3,2,2,2,2,1,1,1,1
"132",417049513,4,2,2,2,6,2,5,1,1,1,4,1,5,3,1,4,3,2,3,2,2,1,2,1
"133",413291660,3,1,4,2,1,2,6,1,5,4,1,1,3,3,2,1,2,2,2,2,1,1,1,1
"134",412424146,1,2,2,2,1,2,1,5,7,5,1,1,6,3,2,1,3,3,3,2,1,1,2,1
"135",414327906,2,2,1,2,1,2,5,5,6,3,4,2,2,3,2,4,2,2,3,2,2,1,2,1
"136",417351589,1,1,6,1,1,2,1,1,4,3,4,1,8,3,1,4,3,3,2,3,2,2,2,1
"137",410750488,2,2,4,1,1,2,2,1,2,2,3,3,9,3,1,3,5,5,5,5,1,1,1,1
"138",412949822,2,1,2,2,1,2,1,1,7,5,3,1,10,3,2,1,3,2,3,2,2,1,1,2
"139",412297426,3,2,6,2,1,2,5,1,5,5,2,1,7,3,2,1,2,2,2,2,1,1,1,1
"140",420315117,3,1,5,2,1,2,1,1,2,2,4,1,12,2,1,4,2,3,3,3,2,1,2,1
"141",420128803,4,2,6,2,1,2,5,1,4,2,2,1,5,2,2,4,3,3,3,3,1,2,2,1
"142",413061899,3,2,2,2,1,2,2,4,7,4,2,1,2,3,2,1,2,2,2,2,1,2,1,1
"143",412925780,3,2,5,2,1,2,1,1,6,3,2,2,11,3,1,2,2,5,3,5,1,1,1,2
"144",416823935,4,1,2,2,1,2,1,1,1,2,4,1,9,3,1,4,3,3,3,2,2,2,2,1
"145",413160976,3,1,6,1,1,2,1,1,2,3,1,1,7,1,1,4,2,2,2,2,1,1,2,2
"146",418890934,3,1,3,2,1,1,3,3,3,2,3,1,11,3,2,4,2,2,2,5,2,2,2,2
"147",417080152,3,1,6,2,1,2,4,1,3,2,4,1,11,3,1,4,2,2,2,2,2,2,2,1
"148",412278455,4,2,2,2,1,2,5,3,2,3,3,3,7,2,2,3,3,3,3,3,2,1,2,1
"149",411859566,2,2,6,1,1,2,2,1,1,1,4,1,6,1,2,4,2,3,3,3,2,2,2,1
"150",413105696,3,1,5,1,3,2,1,1,2,2,2,2,8,1,1,3,3,2,2,2,2,1,2,1
"151",419282250,4,2,5,2,3,2,1,3,2,2,2,2,11,3,1,4,3,3,3,2,2,2,2,1
"152",420160112,1,1,3,2,1,2,2,1,4,4,4,1,6,1,2,4,3,3,3,5,1,2,2,1
"153",412855690,1,2,2,2,1,1,7,1,1,3,1,1,5,3,2,4,3,3,2,2,1,1,2,1
"154",412339946,2,2,1,2,1,2,7,1,7,5,2,1,5,3,2,1,3,2,5,5,1,1,1,2
"155",414199241,2,2,2,2,1,2,5,4,1,3,2,4,3,3,2,4,2,5,3,3,2,2,2,2
"156",412345958,3,2,5,2,3,2,9,6,1,2,2,2,4,3,1,4,2,2,2,3,2,1,1,2
"157",411854243,3,1,3,2,1,2,1,1,4,3,3,1,3,2,1,3,2,3,2,5,2,1,2,1
"158",415752437,1,1,2,2,1,2,5,1,7,5,2,1,7,1,2,1,3,3,3,2,1,1,1,1
"159",418065692,2,1,3,2,1,2,6,5,2,2,4,2,2,3,2,2,2,2,2,2,2,1,1,2
"160",413062346,3,1,1,2,1,2,2,3,4,4,2,3,3,3,2,2,2,3,5,5,1,1,2,2
"161",412274529,2,1,5,1,1,2,1,1,3,2,1,2,10,2,2,4,2,2,3,2,2,1,2,1
"162",410770153,1,1,6,2,1,2,5,1,1,1,3,1,13,3,1,4,3,3,2,3,2,2,2,1
"163",416257159,4,2,6,1,4,2,1,5,1,2,2,4,11,1,2,4,2,3,3,2,2,2,2,1
"164",412022635,3,1,5,2,1,2,5,1,7,5,1,1,7,2,2,1,3,2,2,2,1,1,2,1
"165",415802716,4,2,2,2,3,2,4,1,3,3,2,2,3,3,2,4,5,2,2,3,2,1,1,2
"166",412275442,4,2,5,2,1,2,2,1,1,2,3,3,8,2,1,4,3,3,3,5,2,1,1,2
"167",414223923,1,2,2,2,1,2,7,6,4,3,1,4,5,2,2,3,4,4,3,4,1,2,1,1
"168",410941943,3,1,6,2,1,2,1,1,3,3,1,1,10,3,1,4,3,2,2,2,2,1,2,1
"169",416974464,2,2,2,2,1,2,1,1,2,2,2,2,9,2,2,4,2,3,3,2,2,1,1,1
"170",419531882,3,1,5,1,3,2,1,1,3,3,1,2,8,3,1,4,2,5,2,3,2,1,1,1
"171",410746773,3,1,5,2,1,2,2,3,7,5,1,1,3,3,1,1,2,3,2,2,1,1,2,1
"172",410904167,2,1,5,1,1,2,1,1,7,4,1,1,9,3,1,1,2,3,2,2,1,1,1,1
"173",417352647,4,1,5,2,1,2,1,1,2,2,4,1,10,3,1,4,3,3,3,3,2,1,2,2
"174",414431857,3,1,5,2,3,2,1,5,4,4,1,1,8,1,1,3,2,2,2,3,1,1,1,1
"175",413066308,1,1,5,2,7,2,2,1,4,4,3,1,7,3,2,1,2,3,3,3,1,2,2,1
"176",418197276,3,1,2,2,1,2,1,1,5,4,2,1,8,3,2,1,2,2,2,2,1,2,1,1
"177",419611863,2,2,3,1,6,2,2,6,4,2,4,2,5,3,2,4,5,5,3,2,2,2,2,2
"178",414518088,3,2,3,2,2,2,2,4,1,3,1,1,7,3,2,4,3,3,3,2,2,1,1,1
"179",412954060,2,2,3,2,1,2,5,1,5,4,2,1,4,3,2,2,2,2,3,2,1,1,1,1
"180",414195665,1,2,5,2,1,2,1,5,1,2,4,2,1,3,2,4,3,3,5,5,2,2,2,1
"181",412369020,4,1,2,2,1,2,1,3,6,2,4,1,9,2,1,3,3,3,3,3,1,2,2,1
"182",417615808,4,2,4,1,1,1,2,1,1,2,2,2,12,3,2,4,2,2,3,3,1,2,2,1
"183",412306675,2,1,5,2,1,2,1,1,1,3,2,1,14,3,1,4,2,2,3,2,2,1,2,1
"184",412899054,4,1,5,1,1,2,1,3,3,3,2,1,7,3,1,4,3,3,3,3,2,1,1,1
"185",417130388,3,2,3,1,3,2,1,6,4,3,2,3,6,3,2,4,5,5,3,5,1,1,1,2
"186",415325555,2,2,6,2,1,2,5,1,1,1,1,1,12,1,1,4,2,2,3,2,2,1,1,2
"187",412873680,1,2,4,1,1,2,7,5,2,2,4,2,3,3,2,4,1,1,1,1,2,2,2,1
"188",416553786,2,1,5,2,3,2,1,1,2,3,3,2,4,1,2,3,2,1,1,1,2,1,1,2
"189",418251432,3,1,6,1,1,2,1,3,3,2,4,2,6,3,2,3,2,2,2,1,2,2,1,1
"190",410940752,4,2,3,2,1,2,7,1,7,5,1,1,3,3,2,1,2,2,2,2,1,2,1,1
"191",418299009,3,1,5,1,3,2,6,1,1,2,3,1,6,3,2,4,2,3,2,3,2,2,2,2
"192",414634994,3,2,1,2,1,2,6,5,4,2,4,1,8,3,2,4,2,3,2,2,2,2,1,2
"193",419225499,2,2,5,1,1,2,6,1,5,5,1,1,9,3,1,2,3,3,3,3,1,1,2,1
"194",412423118,4,2,3,2,1,2,1,3,1,3,1,2,7,2,1,4,3,2,2,3,2,1,1,1
"195",412957235,4,1,3,2,1,2,5,5,1,2,4,1,3,3,2,4,2,2,2,4,2,1,1,1
"196",413491614,1,2,6,2,1,2,1,5,1,1,3,1,9,3,1,4,3,3,3,3,2,2,1,2
"197",417353362,3,1,6,2,1,2,5,1,7,4,4,1,8,3,1,1,3,2,2,2,1,1,1,1
"198",413621928,1,2,5,1,1,2,1,4,4,3,4,2,5,3,1,2,3,3,3,3,1,1,2,2
"199",412354541,1,2,2,1,1,2,2,5,1,1,2,1,2,1,2,3,3,5,2,3,2,1,2,2
"200",413580580,3,1,6,2,4,2,1,1,5,4,1,1,12,3,1,1,3,3,3,2,1,1,1,1
"201",412341718,4,1,6,2,1,2,1,1,1,1,4,1,15,3,1,4,3,3,3,3,2,2,2,2
"202",412468723,3,2,6,2,2,2,1,1,1,1,2,1,12,3,1,4,2,2,2,2,2,2,2,1
"203",412297019,1,2,3,2,1,2,5,1,3,3,1,1,2,3,2,4,2,4,2,2,2,1,1,1
"204",420170366,3,2,6,1,1,2,1,5,1,2,1,1,10,1,1,4,3,3,3,3,2,2,2,2
"205",420291206,4,1,3,2,2,2,4,5,2,2,3,3,3,3,2,4,3,3,3,5,2,1,1,1
"206",413659546,4,2,5,2,1,2,1,1,7,4,1,1,9,2,2,1,3,3,3,3,2,2,2,2
"207",410750912,1,1,5,1,1,2,1,5,7,5,1,2,3,3,1,1,3,3,2,2,1,1,1,2
"208",412448126,3,2,5,2,1,2,7,1,6,4,1,3,2,3,2,3,1,1,2,5,1,2,2,1
"209",412506714,2,1,5,2,1,2,1,1,3,3,4,2,14,3,1,4,2,2,2,2,2,1,2,1
"210",412872660,4,2,5,2,1,2,4,1,7,5,1,1,9,3,1,2,3,3,3,3,1,2,1,1
"211",413121467,1,2,5,1,1,2,1,1,3,1,4,1,12,2,1,4,3,3,3,2,2,1,2,1
"212",412319708,2,2,5,2,1,2,5,3,1,3,3,1,3,2,2,4,5,3,5,5,2,2,2,2
"213",417181768,3,2,2,2,1,2,5,1,3,3,1,2,6,3,2,4,5,2,5,2,2,1,2,2
"214",412933152,4,1,5,2,1,2,1,1,1,1,3,1,8,3,2,4,3,3,3,3,2,2,2,1
"215",413804303,4,2,4,2,1,2,5,4,7,5,2,1,4,3,1,1,2,3,2,5,2,1,1,1
"216",412540323,3,1,3,2,1,2,6,1,5,5,1,1,4,2,2,1,2,2,2,2,1,2,2,1
"217",420259256,2,2,2,2,1,2,1,1,4,3,1,2,10,3,1,2,3,3,3,2,1,1,1,1
"218",412943582,4,1,2,2,1,2,5,1,7,4,1,1,6,3,2,1,2,2,3,2,1,2,1,1
"219",410934387,2,2,4,2,1,2,1,3,2,3,2,2,4,3,2,3,5,3,2,3,2,1,1,1
"220",412452848,4,1,2,2,1,2,5,1,5,4,2,1,9,2,1,1,3,3,3,2,1,2,1,1
"221",412893029,3,2,6,1,1,2,1,5,1,2,2,1,9,3,1,4,2,5,2,2,2,1,1,1
"222",412350404,3,2,6,2,1,2,6,4,4,4,2,2,3,2,1,2,3,2,2,3,2,2,2,1
"223",416369140,3,1,2,2,1,2,5,3,5,5,3,2,3,2,2,1,2,2,2,2,1,1,2,1
"224",416860151,2,2,4,1,1,2,1,1,1,1,4,1,9,3,1,4,2,2,3,2,1,1,1,1
"225",412269951,1,2,6,2,1,2,1,1,1,2,4,1,9,1,1,4,3,3,3,2,2,1,2,1
"226",414473863,2,2,2,2,1,2,5,1,7,5,1,1,5,3,1,1,2,2,3,2,1,1,1,1
"227",414332664,3,1,3,2,2,2,4,5,2,3,2,3,2,3,2,4,2,3,2,2,2,1,1,2
"228",412940299,1,2,3,2,3,2,1,3,2,2,4,2,6,2,2,2,3,3,3,5,2,2,2,1
"229",412512064,3,1,3,1,1,2,5,1,5,3,2,1,12,3,1,3,2,2,2,3,2,2,2,2
"230",414227855,1,2,3,1,1,2,1,1,2,2,4,1,7,3,2,4,3,3,5,2,2,1,1,1
"231",414365698,1,2,3,1,1,2,1,5,7,5,2,2,11,3,1,1,3,3,3,5,1,1,2,1
"232",412339519,1,2,5,1,1,2,1,1,2,3,3,1,13,3,1,4,3,3,3,3,1,2,2,1
"233",417181683,2,2,2,2,1,2,5,1,6,2,1,2,5,3,1,1,5,5,5,5,1,1,1,1
"234",415324770,1,2,3,1,1,2,8,5,2,3,4,3,6,3,2,4,3,2,4,4,1,1,2,1
"235",413314979,1,1,4,2,1,2,2,1,7,5,4,1,12,3,1,1,3,2,3,3,1,2,1,1
"236",412301293,1,1,5,2,1,2,5,1,1,1,4,1,7,1,1,4,3,3,2,2,2,1,1,1
"237",416412572,2,1,5,2,1,2,1,1,5,3,3,1,12,3,1,3,2,3,3,3,1,1,1,1
"238",416824499,4,1,2,2,1,2,1,1,5,4,3,1,6,1,2,1,2,2,5,3,1,1,1,1
"239",413622202,3,2,5,1,2,2,1,1,1,2,1,1,9,3,2,4,2,3,5,2,2,1,1,1
"240",412013435,4,1,2,2,1,2,6,3,1,2,2,2,5,3,2,4,3,3,5,5,1,1,1,2
"241",414543500,3,2,5,2,1,2,1,5,1,2,3,2,9,3,1,4,3,3,3,3,2,1,2,1
"242",412519845,3,1,4,1,3,2,6,5,7,5,1,1,2,3,2,2,2,3,2,3,1,1,1,1
"243",411879915,3,2,6,2,1,2,7,1,7,4,1,1,13,3,1,1,2,2,2,3,1,1,1,1
"244",412166647,4,2,5,1,1,2,2,5,3,2,4,2,6,3,2,4,3,3,3,3,2,1,1,1
"245",413313070,3,1,1,2,1,2,4,5,4,3,4,1,2,3,2,2,2,3,2,3,1,1,2,1
"246",413895996,3,2,4,2,1,2,1,1,7,5,1,1,10,3,1,1,3,2,3,2,1,1,1,1
"247",419798396,1,1,2,2,1,2,6,6,5,5,4,2,3,3,2,1,3,3,2,2,1,1,1,1
"248",412291969,4,1,3,2,1,2,4,5,6,3,1,1,4,3,2,4,2,2,2,1,2,1,2,1
"249",412303998,1,2,3,2,1,2,5,1,4,4,1,1,5,3,2,2,2,3,3,3,1,1,1,1
"250",413126859,1,2,5,1,4,2,6,5,4,1,3,2,2,3,1,4,2,3,3,3,2,1,1,2
"251",413497817,4,2,3,2,1,2,1,1,6,3,2,3,2,1,2,2,5,5,5,5,1,1,1,2
"252",412374007,2,2,5,2,1,2,1,1,1,2,4,4,7,3,1,4,5,3,2,2,2,1,2,1
